trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
63_4_5940_0_16:15,20:12:00,20:12:00,17255,116,0
63_4_5940_0_16:15,20:13:00,20:13:00,17129,117,0
63_4_5940_0_16:15,20:14:00,20:14:00,17256,118,0
63_4_5940_0_16:15,20:15:00,20:15:00,17257,119,0
63_4_5940_0_16:15,20:16:00,20:16:00,17258,120,0
63_4_5940_0_16:15,20:17:00,20:17:00,17259,121,0
63_4_5940_0_16:15,20:18:00,20:18:00,17260,122,0
63_4_5940_0_16:15,20:18:00,20:18:00,17261,123,0
63_4_5940_0_16:15,20:18:00,20:18:00,17262,124,0
63_4_5940_0_16:15,20:18:00,20:18:00,16832,125,1
63_4_5940_0_16:35,16:35:00,16:35:00,16815,1,1
63_4_5940_0_16:35,16:36:00,16:36:00,17287,2,0
63_4_5940_0_16:35,16:49:00,16:49:00,17166,3,0
63_4_5940_0_16:35,16:50:00,16:50:00,16833,4,0
63_4_5940_0_16:35,16:53:00,16:53:00,17167,5,0
63_4_5940_0_16:35,16:57:00,16:57:00,16866,6,0
63_4_5940_0_16:35,16:59:00,16:59:00,17168,7,0
63_4_5940_0_16:35,17:00:00,17:00:00,16845,8,0
63_4_5940_0_16:35,17:03:00,17:03:00,17119,9,0
63_4_5940_0_16:35,17:25:00,17:25:00,16838,10,1
63_4_5940_0_17:45,17:45:00,17:45:00,16838,1,1
63_4_5940_0_17:45,17:46:00,17:46:00,17202,2,0
63_4_5940_0_17:45,17:52:00,17:52:00,17062,3,0
63_4_5940_0_17:45,17:54:00,17:54:00,17227,4,0
63_4_5940_0_17:45,17:56:00,17:56:00,17228,5,0
63_4_5940_0_17:45,17:57:00,17:57:00,16863,6,0
63_4_5940_0_17:45,18:00:00,18:00:00,16862,7,0
63_4_5940_0_17:45,18:03:00,18:03:00,17224,8,0
63_4_5940_0_17:45,18:05:00,18:05:00,16861,9,0
63_4_5940_0_17:45,18:08:00,18:08:00,16860,10,0
63_4_5940_0_17:45,18:10:00,18:10:00,17223,11,0
63_4_5940_0_17:45,18:13:00,18:13:00,16850,12,0
63_4_5940_0_17:45,18:17:00,18:17:00,17222,13,0
63_4_5940_0_17:45,18:22:00,18:22:00,16859,14,0
63_4_5940_0_17:45,18:27:00,18:27:00,17221,15,0
63_4_5940_0_17:45,18:27:00,18:27:00,22430,16,0
63_4_5940_0_17:45,18:30:00,18:30:00,16849,17,0
63_4_5940_0_17:45,18:31:00,18:31:00,17199,18,0
63_4_5940_0_17:45,18:34:00,18:34:00,16857,19,0
63_4_5940_0_17:45,18:39:00,18:39:00,16856,20,0
63_4_5940_0_17:45,18:44:00,18:44:00,17220,21,0
63_4_5940_0_17:45,18:48:00,18:48:00,17146,22,0
63_4_5940_0_17:45,18:52:00,18:52:00,17173,23,0
63_4_5940_0_17:45,18:55:00,18:55:00,16820,24,0
63_4_5940_0_17:45,18:56:00,18:56:00,17175,25,0
63_4_5940_0_17:45,18:57:00,18:57:00,17188,26,0
63_4_5940_0_17:45,18:59:00,18:59:00,17187,27,0
63_4_5940_0_17:45,19:01:00,19:01:00,17145,28,0
63_4_5940_0_17:45,19:04:00,19:04:00,17144,29,0
63_4_5940_0_17:45,19:07:00,19:07:00,17186,30,0
63_4_5940_0_17:45,19:08:00,19:08:00,17185,31,0
63_4_5940_0_17:45,19:09:00,19:09:00,17149,32,0
63_4_5940_0_17:45,19:10:00,19:10:00,17184,33,0
63_4_5940_0_17:45,19:11:00,19:11:00,17183,34,0
63_4_5940_0_17:45,19:14:00,19:14:00,17143,35,0
63_4_5940_0_17:45,19:15:00,19:15:00,17182,36,0
63_4_5940_0_17:45,19:16:00,19:16:00,17181,37,0
63_4_5940_0_17:45,19:17:00,19:17:00,17142,38,0
63_4_5940_0_17:45,19:20:00,19:20:00,17128,39,0
63_4_5940_0_17:45,19:23:00,19:23:00,17180,40,0
63_4_5940_0_17:45,19:24:00,19:24:00,17179,41,0
63_4_5940_0_17:45,19:25:00,19:25:00,16852,42,0
63_4_5940_0_17:45,19:26:00,19:26:00,17176,43,0
63_4_5940_0_17:45,19:27:00,19:27:00,17177,44,0
63_4_5940_0_17:45,19:28:00,19:28:00,17178,45,0
63_4_5940_0_17:45,19:29:00,19:29:00,17174,46,0
63_4_5940_0_17:45,19:30:00,19:30:00,17189,47,0
63_4_5940_0_17:45,19:31:00,19:31:00,17190,48,0
63_4_5940_0_17:45,19:31:00,19:31:00,17191,49,0
63_4_5940_0_17:45,19:32:00,19:32:00,17192,50,0
63_4_5940_0_17:45,19:32:00,19:32:00,17193,51,0
63_4_5940_0_17:45,19:33:00,19:33:00,17141,52,0
63_4_5940_0_17:45,19:35:00,19:35:00,17147,53,0
63_4_5940_0_17:45,19:37:00,19:37:00,17196,54,0
63_4_5940_0_17:45,19:38:00,19:38:00,17195,55,0
63_4_5940_0_17:45,19:39:00,19:39:00,17140,56,0
63_4_5940_0_17:45,19:40:00,19:40:00,17197,57,0
63_4_5940_0_17:45,19:41:00,19:41:00,17198,58,0
63_4_5940_0_17:45,19:42:00,19:42:00,17139,59,0
63_4_5940_0_17:45,19:43:00,19:43:00,17236,60,0
63_4_5940_0_17:45,19:45:00,19:45:00,17237,61,0
63_4_5940_0_17:45,19:47:00,19:47:00,17138,62,0
63_4_5940_0_17:45,19:48:00,19:48:00,17238,63,0
63_4_5940_0_17:45,19:50:00,19:50:00,17137,64,0
63_4_5940_0_17:45,19:52:00,19:52:00,17136,65,0
63_4_5940_0_17:45,19:54:00,19:54:00,17150,66,0
63_4_5940_0_17:45,19:55:00,19:55:00,17194,67,0
63_4_5940_0_17:45,19:57:00,19:57:00,17136,68,0
63_4_5940_0_17:45,19:59:00,19:59:00,17239,69,0
63_4_5940_0_17:45,20:01:00,20:01:00,17135,70,0
63_4_5940_0_17:45,20:03:00,20:03:00,17134,71,0
63_4_5940_0_17:45,20:04:00,20:04:00,17240,72,0
63_4_5940_0_17:45,20:05:00,20:05:00,17241,73,0
63_4_5940_0_17:45,20:06:00,20:06:00,17242,74,0
63_4_5940_0_17:45,20:07:00,20:07:00,17133,75,0
63_4_5940_0_17:45,20:08:00,20:08:00,17243,76,0
63_4_5940_0_17:45,20:09:00,20:09:00,17244,77,0
63_4_5940_0_17:45,20:10:00,20:10:00,17245,78,0
63_4_5940_0_17:45,20:11:00,20:11:00,17132,79,0
63_4_5940_0_17:45,20:12:00,20:12:00,17246,80,0
63_4_5940_0_17:45,20:13:00,20:13:00,17247,81,0
63_4_5940_0_17:45,20:14:00,20:14:00,17248,82,0
63_4_5940_0_17:45,20:15:00,20:15:00,17249,83,0
63_4_5940_0_17:45,20:16:00,20:16:00,17250,84,0
63_4_5940_0_17:45,20:17:00,20:17:00,17131,85,0
63_4_5940_0_17:45,20:18:00,20:18:00,17251,86,0
63_4_5940_0_17:45,20:19:00,20:19:00,17130,87,0
63_4_5940_0_17:45,20:20:00,20:20:00,17252,88,0
63_4_5940_0_17:45,20:21:00,20:21:00,17253,89,0
63_4_5940_0_17:45,20:22:00,20:22:00,17254,90,0
63_4_5940_0_17:45,20:22:00,20:22:00,17255,91,0
63_4_5940_0_17:45,20:23:00,20:23:00,17129,92,0
63_4_5940_0_17:45,20:24:00,20:24:00,17256,93,0
63_4_5940_0_17:45,20:25:00,20:25:00,17257,94,0
63_4_5940_0_17:45,20:26:00,20:26:00,17258,95,0
63_4_5940_0_17:45,20:27:00,20:27:00,17259,96,0
63_4_5940_0_17:45,20:28:00,20:28:00,17260,97,0
63_4_5940_0_17:45,20:28:00,20:28:00,17261,98,0
63_4_5940_0_17:45,20:28:00,20:28:00,17262,99,0
63_4_5940_0_17:45,20:28:00,20:28:00,16832,100,1
63_4_5945_1_13:40,13:40:00,13:40:00,16833,1,1
63_4_5945_1_13:40,13:41:00,13:41:00,17284,2,0
63_4_5945_1_13:40,13:44:00,13:44:00,16867,3,0
63_4_5945_1_13:40,13:47:00,13:47:00,17165,4,0
63_4_5945_1_13:40,13:48:00,13:48:00,17164,5,0
63_4_5945_1_13:40,13:51:00,13:51:00,17163,6,0
63_4_5945_1_13:40,13:52:00,13:52:00,16868,7,0
63_4_5945_1_13:40,13:53:00,13:53:00,17162,8,0
63_4_5945_1_13:40,13:54:00,13:54:00,17287,9,0
63_4_5945_1_13:40,13:55:00,13:55:00,16815,10,0
63_4_5945_1_13:40,13:56:00,13:56:00,17287,11,0
63_4_5945_1_13:40,13:57:00,13:57:00,17291,12,0
63_4_5945_1_13:40,13:58:00,13:58:00,17292,13,0
63_4_5945_1_13:40,14:00:00,14:00:00,16898,14,0
63_4_5945_1_13:40,14:05:00,14:05:00,16899,15,0
63_4_5945_1_13:40,14:10:00,14:10:00,16900,16,1
63_4_5945_1_16:45,16:45:00,16:45:00,16833,1,1
63_4_5945_1_16:45,16:46:00,16:46:00,17284,2,0
63_4_5945_1_16:45,16:49:00,16:49:00,16867,3,0
63_4_5945_1_16:45,16:52:00,16:52:00,17165,4,0
63_4_5945_1_16:45,16:53:00,16:53:00,17164,5,0
63_4_5945_1_16:45,16:56:00,16:56:00,17163,6,0
63_4_5945_1_16:45,16:57:00,16:57:00,16868,7,0
63_4_5945_1_16:45,16:58:00,16:58:00,17162,8,0
63_4_5945_1_16:45,16:59:00,16:59:00,17287,9,0
63_4_5945_1_16:45,17:00:00,17:00:00,16815,10,0
63_4_5945_1_16:45,17:01:00,17:01:00,17287,11,0
63_4_5945_1_16:45,17:02:00,17:02:00,17291,12,0
63_4_5945_1_16:45,17:03:00,17:03:00,17292,13,0
63_4_5945_1_16:45,17:05:00,17:05:00,16898,14,0
63_4_5945_1_16:45,17:10:00,17:10:00,16899,15,0
63_4_5945_1_16:45,17:15:00,17:15:00,16900,16,1
63_4_5945_0_07:25,07:25:00,07:25:00,16900,1,1
63_4_5945_0_07:25,07:30:00,07:30:00,16899,2,0
63_4_5945_0_07:25,07:35:00,07:35:00,16898,3,0
63_4_5945_0_07:25,07:35:00,07:35:00,17292,4,0
63_4_5945_0_07:25,07:36:00,07:36:00,17291,5,0
63_4_5945_0_07:25,07:37:00,07:37:00,17287,6,0
63_4_5945_0_07:25,07:38:00,07:38:00,16815,7,0
63_4_5945_0_07:25,07:39:00,07:39:00,17287,8,0
63_4_5945_0_07:25,07:41:00,07:41:00,17162,9,0
63_4_5945_0_07:25,07:42:00,07:42:00,16868,10,0
63_4_5945_0_07:25,07:43:00,07:43:00,17163,11,0
63_4_5945_0_07:25,07:45:00,07:45:00,17164,12,0
63_4_5945_0_07:25,07:46:00,07:46:00,17165,13,0
63_4_5945_0_07:25,07:49:00,07:49:00,16867,14,0
63_4_5945_0_07:25,07:52:00,07:52:00,17284,15,0
63_4_5945_0_07:25,07:55:00,07:55:00,16833,16,1
63_4_5948_0_07:05,07:05:00,07:05:00,16853,1,1
63_4_5948_0_07:05,07:06:00,07:06:00,17278,2,0
63_4_5948_0_07:05,07:15:00,07:15:00,16892,3,0
63_4_5948_0_07:05,07:17:00,07:17:00,16893,4,0
63_4_5948_0_07:05,07:19:00,07:19:00,16894,5,0
63_4_5948_0_07:05,07:22:00,07:22:00,16895,6,0
63_4_5948_0_07:05,07:25:00,07:25:00,16896,7,0
63_4_5948_0_07:05,07:28:00,07:28:00,17279,8,0
63_4_5948_0_07:05,07:29:00,07:29:00,17280,9,0
63_4_5948_0_07:05,07:30:00,07:30:00,16897,10,0
63_4_5948_0_07:05,07:34:00,07:34:00,16904,11,0
63_4_5948_0_07:05,07:39:00,07:39:00,16905,12,0
63_4_5948_0_07:05,07:45:00,07:45:00,16906,13,0
63_4_5948_0_07:05,07:46:00,07:46:00,16907,14,0
63_4_5948_0_07:05,07:47:00,07:47:00,17296,15,0
63_4_5948_0_07:05,07:48:00,07:48:00,17297,16,0
63_4_5948_0_07:05,07:49:00,07:49:00,16887,17,0
63_4_5948_0_07:05,07:50:00,07:50:00,17210,18,0
63_4_5948_0_07:05,07:51:00,07:51:00,17211,19,0
63_4_5948_0_07:05,07:52:00,07:52:00,17212,20,0
63_4_5948_0_07:05,07:53:00,07:53:00,17213,21,0
63_4_5948_0_07:05,07:54:00,07:54:00,17214,22,0
63_4_5948_0_07:05,07:55:00,07:55:00,16816,23,1
63_4_5948_0_07:15,07:15:00,07:15:00,16853,1,1
63_4_5948_0_07:15,07:16:00,07:16:00,17278,2,0
63_4_5948_0_07:15,07:25:00,07:25:00,16892,3,0
63_4_5948_0_07:15,07:27:00,07:27:00,16893,4,0
63_4_5948_0_07:15,07:29:00,07:29:00,16894,5,0
63_4_5948_0_07:15,07:32:00,07:32:00,16895,6,0
63_4_5948_0_07:15,07:35:00,07:35:00,16896,7,0
63_4_5948_0_07:15,07:38:00,07:38:00,17279,8,0
63_4_5948_0_07:15,07:39:00,07:39:00,17280,9,0
63_4_5948_0_07:15,07:40:00,07:40:00,16897,10,0
63_4_5948_0_07:15,07:44:00,07:44:00,16904,11,0
63_4_5948_0_07:15,07:49:00,07:49:00,16905,12,0
63_4_5948_0_07:15,07:55:00,07:55:00,16906,13,0
63_4_5948_0_07:15,07:56:00,07:56:00,16907,14,0
63_4_5948_0_07:15,07:57:00,07:57:00,17296,15,0
63_4_5948_0_07:15,07:58:00,07:58:00,17297,16,0
63_4_5948_0_07:15,07:59:00,07:59:00,16887,17,0
63_4_5948_0_07:15,08:00:00,08:00:00,17210,18,0
63_4_5948_0_07:15,08:01:00,08:01:00,17211,19,0
63_4_5948_0_07:15,08:02:00,08:02:00,17212,20,0
63_4_5948_0_07:15,08:03:00,08:03:00,17213,21,0
63_4_5948_0_07:15,08:04:00,08:04:00,17214,22,0
63_4_5948_0_07:15,08:05:00,08:05:00,16816,23,1
63_4_5948_0_19:30,19:30:00,19:30:00,16853,1,1
63_4_5948_0_19:30,19:31:00,19:31:00,17278,2,0
63_4_5948_0_19:30,19:40:00,19:40:00,16892,3,1
63_4_5948_1_07:00,07:00:00,07:00:00,16892,1,1
63_4_5948_1_07:00,07:01:00,07:01:00,17278,2,0
63_4_5948_1_07:00,07:10:00,07:10:00,16853,3,1
63_4_5948_1_13:45,13:45:00,13:45:00,16816,1,1
63_4_5948_1_13:45,13:46:00,13:46:00,17214,2,0
63_4_5948_1_13:45,13:47:00,13:47:00,17213,3,0
63_4_5948_1_13:45,13:48:00,13:48:00,17212,4,0
63_4_5948_1_13:45,13:49:00,13:49:00,17211,5,0
63_4_5948_1_13:45,13:50:00,13:50:00,17210,6,0
63_4_5948_1_13:45,13:51:00,13:51:00,16887,7,0
63_4_5948_1_13:45,13:52:00,13:52:00,17297,8,0
63_4_5948_1_13:45,13:53:00,13:53:00,17296,9,0
63_4_5948_1_13:45,13:54:00,13:54:00,16907,10,0
63_4_5948_1_13:45,13:55:00,13:55:00,16906,11,0
63_4_5948_1_13:45,13:59:00,13:59:00,16905,12,0
63_4_5948_1_13:45,14:03:00,14:03:00,16904,13,0
63_4_5948_1_13:45,14:10:00,14:10:00,16897,14,1
63_4_5948_1_17:20,17:20:00,17:20:00,16816,1,1
63_4_5948_1_17:20,17:21:00,17:21:00,17214,2,0
63_4_5948_1_17:20,17:22:00,17:22:00,17213,3,0
63_4_5948_1_17:20,17:23:00,17:23:00,17212,4,0
63_4_5948_1_17:20,17:24:00,17:24:00,17211,5,0
63_4_5948_1_17:20,17:25:00,17:25:00,17210,6,0
63_4_5948_1_17:20,17:26:00,17:26:00,16887,7,0
63_4_5948_1_17:20,17:27:00,17:27:00,17297,8,0
63_4_5948_1_17:20,17:28:00,17:28:00,17296,9,0
63_4_5948_1_17:20,17:29:00,17:29:00,16907,10,0
63_4_5948_1_17:20,17:30:00,17:30:00,16906,11,0
63_4_5948_1_17:20,17:34:00,17:34:00,16905,12,0
63_4_5948_1_17:20,17:38:00,17:38:00,16904,13,0
63_4_5948_1_17:20,17:45:00,17:45:00,16897,14,0
63_4_5948_1_17:20,17:46:00,17:46:00,17280,15,0
63_4_5948_1_17:20,17:47:00,17:47:00,17279,16,0
63_4_5948_1_17:20,17:50:00,17:50:00,16896,17,0
63_4_5948_1_17:20,17:53:00,17:53:00,16895,18,0
63_4_5948_1_17:20,17:56:00,17:56:00,16894,19,0
63_4_5948_1_17:20,17:59:00,17:59:00,16893,20,0
63_4_5948_1_17:20,18:00:00,18:00:00,16892,21,0
63_4_5948_1_17:20,18:09:00,18:09:00,17278,22,0
63_4_5948_1_17:20,18:10:00,18:10:00,16853,23,1
63_4_5948_1_17:30,17:30:00,17:30:00,16816,1,1
63_4_5948_1_17:30,17:31:00,17:31:00,17214,2,0
63_4_5948_1_17:30,17:32:00,17:32:00,17213,3,0
63_4_5948_1_17:30,17:33:00,17:33:00,17212,4,0
63_4_5948_1_17:30,17:34:00,17:34:00,17211,5,0
63_4_5948_1_17:30,17:35:00,17:35:00,17210,6,0
63_4_5948_1_17:30,17:36:00,17:36:00,16887,7,0
63_4_5948_1_17:30,17:37:00,17:37:00,17297,8,0
63_4_5948_1_17:30,17:38:00,17:38:00,17296,9,0
63_4_5948_1_17:30,17:39:00,17:39:00,16907,10,0
63_4_5948_1_17:30,17:40:00,17:40:00,16906,11,0
63_4_5948_1_17:30,17:44:00,17:44:00,16905,12,0
63_4_5948_1_17:30,17:48:00,17:48:00,16904,13,0
63_4_5948_1_17:30,17:55:00,17:55:00,16897,14,0
63_4_5948_1_17:30,17:56:00,17:56:00,17280,15,0
63_4_5948_1_17:30,17:57:00,17:57:00,17279,16,0
63_4_5948_1_17:30,18:00:00,18:00:00,16896,17,0
63_4_5948_1_17:30,18:03:00,18:03:00,16895,18,0
63_4_5948_1_17:30,18:06:00,18:06:00,16894,19,0
63_4_5948_1_17:30,18:09:00,18:09:00,16893,20,0
63_4_5948_1_17:30,18:10:00,18:10:00,16892,21,0
63_4_5948_1_17:30,18:19:00,18:19:00,17278,22,0
63_4_5948_1_17:30,18:20:00,18:20:00,16853,23,1
63_4_5948_1_18:40,18:40:00,18:40:00,16897,1,1
63_4_5948_1_18:40,18:41:00,18:41:00,17280,2,0
63_4_5948_1_18:40,18:42:00,18:42:00,17279,3,0
63_4_5948_1_18:40,18:45:00,18:45:00,16896,4,0
63_4_5948_1_18:40,18:48:00,18:48:00,16895,5,0
63_4_5948_1_18:40,18:51:00,18:51:00,16894,6,0
63_4_5948_1_18:40,18:54:00,18:54:00,16893,7,0
63_4_5948_1_18:40,18:55:00,18:55:00,16892,8,0
63_4_5948_1_18:40,19:00:00,19:00:00,17278,9,0
63_4_5948_1_18:40,19:05:00,19:05:00,16853,10,1
63_4_5951_0_08:25,08:25:00,08:25:00,16840,1,1
63_4_5951_0_08:25,08:26:00,08:26:00,17232,2,0
63_4_5951_0_08:25,08:28:00,08:28:00,16984,3,0
63_4_5951_0_08:25,08:34:00,08:34:00,17233,4,0
63_4_5951_0_08:25,08:35:00,08:35:00,16986,5,1
63_4_5951_0_14:45,14:45:00,14:45:00,16840,1,1
63_4_5951_0_14:45,14:46:00,14:46:00,17232,2,0
63_4_5951_0_14:45,14:48:00,14:48:00,16984,3,0
63_4_5951_0_14:45,14:54:00,14:54:00,17233,4,0
63_4_5951_0_14:45,14:55:00,14:55:00,16986,5,0
63_4_5951_0_14:45,14:57:00,14:57:00,17003,6,0
63_4_5951_0_14:45,14:59:00,14:59:00,17004,7,0
63_4_5951_0_14:45,15:07:00,15:07:00,17005,8,1
63_4_5951_0_16:35,16:35:00,16:35:00,16840,1,1
63_4_5951_0_16:35,16:36:00,16:36:00,17232,2,0
63_4_5951_0_16:35,16:38:00,16:38:00,16984,3,0
63_4_5951_0_16:35,16:44:00,16:44:00,17233,4,0
63_4_5951_0_16:35,16:45:00,16:45:00,16986,5,1
63_4_5951_0_18:00,18:00:00,18:00:00,16840,1,1
63_4_5951_0_18:00,18:01:00,18:01:00,17232,2,0
63_4_5951_0_18:00,18:03:00,18:03:00,16984,3,0
63_4_5951_0_18:00,18:09:00,18:09:00,17233,4,0
63_4_5951_0_18:00,18:10:00,18:10:00,16986,5,0
63_4_5951_0_18:00,18:12:00,18:12:00,17003,6,0
63_4_5951_0_18:00,18:14:00,18:14:00,17004,7,0
63_4_5951_0_18:00,18:22:00,18:22:00,17005,8,1
63_4_5951_1_07:10,07:10:00,07:10:00,17005,1,1
63_4_5951_1_07:10,07:18:00,07:18:00,17004,2,0
63_4_5951_1_07:10,07:20:00,07:20:00,17003,3,0
63_4_5951_1_07:10,07:22:00,07:22:00,16986,4,0
63_4_5951_1_07:10,07:23:00,07:23:00,17233,5,0
63_4_5951_1_07:10,07:29:00,07:29:00,16984,6,0
63_4_5951_1_07:10,07:31:00,07:31:00,17232,7,0
63_4_5951_1_07:10,07:32:00,07:32:00,16840,8,1
63_4_5951_1_07:40,07:40:00,07:40:00,17005,1,1
63_4_5951_1_07:40,07:48:00,07:48:00,17004,2,0
63_4_5951_1_07:40,07:50:00,07:50:00,17003,3,0
63_4_5951_1_07:40,07:52:00,07:52:00,16986,4,0
63_4_5951_1_07:40,07:53:00,07:53:00,17233,5,0
63_4_5951_1_07:40,07:59:00,07:59:00,16984,6,0
63_4_5951_1_07:40,08:01:00,08:01:00,17232,7,0
63_4_5951_1_07:40,08:02:00,08:02:00,16840,8,1
63_4_5951_1_08:35,08:35:00,08:35:00,16986,1,1
63_4_5951_1_08:35,08:36:00,08:36:00,17233,2,0
63_4_5951_1_08:35,08:42:00,08:42:00,16984,3,0
63_4_5951_1_08:35,08:43:00,08:43:00,17232,4,0
63_4_5951_1_08:35,08:45:00,08:45:00,16840,5,1
63_4_5951_1_15:10,15:10:00,15:10:00,17005,1,1
63_4_5951_1_15:10,15:18:00,15:18:00,17004,2,0
63_4_5951_1_15:10,15:20:00,15:20:00,17003,3,0
63_4_5951_1_15:10,15:22:00,15:22:00,16986,4,0
63_4_5951_1_15:10,15:23:00,15:23:00,17233,5,0
63_4_5951_1_15:10,15:29:00,15:29:00,16984,6,0
63_4_5951_1_15:10,15:31:00,15:31:00,17232,7,0
63_4_5951_1_15:10,15:32:00,15:32:00,16840,8,1
63_4_5951_1_17:00,17:00:00,17:00:00,16986,1,1
63_4_5951_1_17:00,17:01:00,17:01:00,17233,2,0
63_4_5951_1_17:00,17:07:00,17:07:00,16984,3,0
63_4_5951_1_17:00,17:08:00,17:08:00,17232,4,0
63_4_5951_1_17:00,17:10:00,17:10:00,16840,5,1
63_4_5952_0_06:15,06:15:00,06:15:00,16821,1,1
63_4_5952_0_06:15,06:23:00,06:23:00,17235,2,0
63_4_5952_0_06:15,06:24:00,06:24:00,17012,3,0
63_4_5952_0_06:15,06:25:00,06:25:00,17234,4,0
63_4_5952_0_06:15,06:30:00,06:30:00,17011,5,0
63_4_5952_0_06:15,06:37:00,06:37:00,17009,6,0
63_4_5952_0_06:15,06:39:00,06:39:00,17316,7,0
63_4_5952_0_06:15,06:40:00,06:40:00,17010,8,0
63_4_5952_0_06:15,06:41:00,06:41:00,17085,9,0
63_4_5952_0_06:15,06:41:00,06:41:00,17317,10,0
63_4_5952_0_06:15,06:50:00,06:50:00,17079,11,0
63_4_5952_0_06:15,06:50:00,06:50:00,17317,12,0
63_4_5952_0_06:15,06:50:00,06:50:00,17085,13,0
63_4_5952_0_06:15,07:00:00,07:00:00,17010,14,0
63_4_5952_0_06:15,07:01:00,07:01:00,17316,15,0
63_4_5952_0_06:15,07:03:00,07:03:00,17009,16,0
63_4_5952_0_06:15,07:09:00,07:09:00,17007,17,0
63_4_5952_0_06:15,07:12:00,07:12:00,17006,18,0
63_4_5952_0_06:15,07:13:00,07:13:00,17007,19,0
63_4_5952_0_06:15,07:18:00,07:18:00,17008,20,0
63_4_5952_0_06:15,07:23:00,07:23:00,17318,21,0
63_4_5952_0_06:15,07:25:00,07:25:00,16843,22,0
63_4_5952_0_06:15,07:30:00,07:30:00,16921,23,0
63_4_5952_0_06:15,07:33:00,07:33:00,16922,24,0
63_4_5952_0_06:15,07:49:00,07:49:00,16844,25,0
63_4_5952_0_06:15,07:50:00,07:50:00,17319,26,0
63_4_5952_0_06:15,07:53:00,07:53:00,16969,27,0
63_4_5952_0_06:15,07:56:00,07:56:00,16970,28,0
63_4_5952_0_06:15,07:57:00,07:57:00,17113,29,0
63_4_5952_0_06:15,07:58:00,07:58:00,17114,30,0
63_4_5952_0_06:15,07:59:00,07:59:00,17113,31,0
63_4_5952_0_06:15,08:00:00,08:00:00,16970,32,0
63_4_5952_0_06:15,08:01:00,08:01:00,16971,33,0
63_4_5952_0_06:15,08:05:00,08:05:00,16972,34,0
63_4_5952_0_06:15,08:08:00,08:08:00,16973,35,0
63_4_5952_0_06:15,08:11:00,08:11:00,16965,36,0
63_4_5952_0_06:15,08:14:00,08:14:00,16816,37,1
63_4_5952_0_06:35,06:35:00,06:35:00,16821,1,1
63_4_5952_0_06:35,06:36:00,06:36:00,17235,2,0
63_4_5952_0_06:35,06:44:00,06:44:00,17012,3,0
63_4_5952_0_06:35,06:45:00,06:45:00,17234,4,0
63_4_5952_0_06:35,06:50:00,06:50:00,17011,5,0
63_4_5952_0_06:35,06:57:00,06:57:00,17009,6,0
63_4_5952_0_06:35,07:00:00,07:00:00,17316,7,0
63_4_5952_0_06:35,07:00:00,07:00:00,17010,8,0
63_4_5952_0_06:35,07:01:00,07:01:00,17085,9,0
63_4_5952_0_06:35,07:01:00,07:01:00,17317,10,0
63_4_5952_0_06:35,07:10:00,07:10:00,17079,11,0
63_4_5952_0_06:35,07:10:00,07:10:00,17317,12,0
63_4_5952_0_06:35,07:10:00,07:10:00,17085,13,0
63_4_5952_0_06:35,07:20:00,07:20:00,17010,14,0
63_4_5952_0_06:35,07:21:00,07:21:00,17316,15,0
63_4_5952_0_06:35,07:23:00,07:23:00,17009,16,0
63_4_5952_0_06:35,07:29:00,07:29:00,17007,17,0
63_4_5952_0_06:35,07:31:00,07:31:00,17006,18,0
63_4_5952_0_06:35,07:33:00,07:33:00,17007,19,0
63_4_5952_0_06:35,07:38:00,07:38:00,17008,20,0
63_4_5952_0_06:35,07:43:00,07:43:00,17318,21,0
63_4_5952_0_06:35,07:45:00,07:45:00,16843,22,0
63_4_5952_0_06:35,07:50:00,07:50:00,16921,23,0
63_4_5952_0_06:35,07:53:00,07:53:00,16922,24,0
63_4_5952_0_06:35,07:55:00,07:55:00,16844,25,0
63_4_5952_0_06:35,07:56:00,07:56:00,17319,26,0
63_4_5952_0_06:35,07:59:00,07:59:00,16969,27,0
63_4_5952_0_06:35,08:02:00,08:02:00,16970,28,0
63_4_5952_0_06:35,08:07:00,08:07:00,16971,29,0
63_4_5952_0_06:35,08:11:00,08:11:00,16972,30,0
63_4_5952_0_06:35,08:14:00,08:14:00,16973,31,0
63_4_5952_0_06:35,08:17:00,08:17:00,16965,32,0
63_4_5952_0_06:35,08:20:00,08:20:00,16816,33,1
63_4_5952_1_17:15,17:15:00,17:15:00,16816,1,1
63_4_5952_1_17:15,17:18:00,17:18:00,16965,2,0
63_4_5952_1_17:15,17:21:00,17:21:00,16973,3,0
63_4_5952_1_17:15,17:24:00,17:24:00,16972,4,0
63_4_5952_1_17:15,17:27:00,17:27:00,16971,5,0
63_4_5952_1_17:15,17:30:00,17:30:00,16970,6,0
63_4_5952_1_17:15,17:38:00,17:38:00,16969,7,0
63_4_5952_1_17:15,17:39:00,17:39:00,17319,8,0
63_4_5952_1_17:15,17:40:00,17:40:00,16844,9,0
63_4_5952_1_17:15,17:42:00,17:42:00,16922,10,0
63_4_5952_1_17:15,17:48:00,17:48:00,16921,11,0
63_4_5952_1_17:15,17:55:00,17:55:00,16843,12,0
63_4_5952_1_17:15,17:56:00,17:56:00,17318,13,0
63_4_5952_1_17:15,18:02:00,18:02:00,17008,14,0
63_4_5952_1_17:15,18:07:00,18:07:00,17007,15,0
63_4_5952_1_17:15,18:09:00,18:09:00,17006,16,0
